ID,Data Bytes
00000336,FE 18 FE 02 39 1A EA 18 
00000545,00 D1 35 00 3B 00 00 5D 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,50 00 00 00 80 D1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 2C 1F 00 00 00 00 
00000545,00 D1 35 00 3B 00 00 5D 
00000329,11 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F5,50 00 00 00 80 F1 9D 05 
00000316,41 00 2C 1F 00 00 00 00 
00000336,FE 18 FE 02 41 1A F4 18 
00000545,00 D1 35 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000329,62 4F 00 00 00 00 00 00 
000001F5,50 00 00 00 80 01 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,62 4F 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
00000316,41 00 59 20 00 00 00 00 
00000336,BA 16 FE 02 16 1A 54 17 
00000545,00 29 3A 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 59 20 00 00 00 00 
00000336,BA 16 FE 02 1A 1A 59 17 
00000545,00 29 3A 00 3B 00 00 5D 
00000329,11 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A1 63 
000001F5,50 00 00 00 80 61 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 66 20 00 00 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000336,96 16 FE 02 19 1A 4A 17 
00000545,00 29 3A 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F5,50 00 00 00 80 71 09 88 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 66 20 00 00 00 00 
00000336,96 16 FE 02 11 1A 40 17 
00000545,00 29 3A 00 3B 00 00 5D 
00000329,11 4F 00 00 00 00 00 00 
000001F5,50 00 00 00 80 81 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
00000316,41 00 59 20 00 00 00 00 
00000336,96 16 FE 02 11 1A 3B 17 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A1 63 
000001F5,50 00 00 00 80 91 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 59 20 00 00 00 00 
00000545,00 29 3A 00 3B 00 00 5D 
000001F5,50 00 00 00 80 A1 00 00 
00000565,50 20 66 02 00 02 A1 63 
00000336,B5 16 FE 02 1E 1A 45 17 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 53 20 00 00 00 00 
00000336,B5 16 FE 02 15 1A 4A 17 
00000545,00 6F 3A 00 3B 00 00 5D 
000001F5,50 00 00 00 80 B1 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A1 63 
00000329,62 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
00000316,41 00 53 20 00 00 00 00 
00000336,DE 16 FE 02 1B 1A 4A 17 
00000545,00 6F 3A 00 3B 00 00 5D 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,50 00 00 00 80 D1 00 00 
00000316,41 00 53 20 00 00 00 00 
00000336,DE 16 FE 02 1B 1A 54 17 
00000545,00 6F 3A 00 3B 00 00 5D 
00000329,62 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A1 63 
000001F8,00 00 00 00 FE FF 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F5,50 00 00 00 80 E1 00 00 
00000316,41 00 53 20 00 00 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000336,DE 16 FE 02 13 1A 4A 17 
00000545,00 6F 3A 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,50 00 00 00 80 F1 9D 05 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 53 20 00 00 00 00 
00000545,00 6F 3A 00 3B 00 00 5D 
00000329,62 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,50 00 00 00 80 01 00 00 
00000316,41 00 59 20 00 00 00 00 
00000336,DE 16 FE 02 20 1A 54 17 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A1 63 
00000329,80 4F 00 00 00 00 00 00 
000001F5,50 00 00 00 80 11 00 00 
00000613,1E 57 1D 55 05 8E 83 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000618,00 00 6B 00 00 00 00 00 
00000615,C0 00 00 0B 02 00 00 00 
00000316,41 00 59 20 00 00 00 00 
00000545,00 6F 3A 00 3B 00 00 5D 
00000329,80 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 59 20 00 00 00 00 
00000336,A6 16 FE 02 0A 1A 3B 17 
00000545,00 6F 3A 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F5,50 00 00 00 80 45 00 6E 
00000565,50 20 66 02 00 02 A3 64 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 21 00 00 
00000316,41 00 93 21 00 00 00 00 
00000545,00 6E 43 00 3B 00 00 5D 
00000329,80 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 31 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
00000329,80 4F 00 00 00 00 00 00 
00000336,07 17 FE 02 80 19 36 17 
00000565,50 20 66 02 00 02 A3 64 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
000001F5,60 00 00 00 80 41 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 86 21 00 00 00 00 
00000545,00 DE 43 00 3B 00 00 5D 
00000329,80 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 51 00 00 
00000316,41 00 86 21 00 00 00 00 
00000336,45 17 FE 02 85 19 40 17 
00000545,00 DE 43 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000329,80 4F 00 00 00 00 00 00 
000001F5,60 00 00 00 80 61 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
0000061F,FF 3F 0B 02 40 00 00 00 
00000545,00 DE 43 00 3B 00 00 5D 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,60 00 00 00 80 71 0A 89 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 66 21 00 00 00 00 
00000336,02 17 FE 02 7F 19 69 17 
00000545,00 DE 43 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A3 64 
000001F8,00 00 00 00 FE FF 00 00 
00000329,80 4F 00 00 00 00 00 00 
000001F5,60 00 00 00 80 81 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
00000329,C0 4F 00 00 00 00 00 00 
00000545,00 DE 43 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
00000613,1E 57 1D 55 05 4F 83 00 
00000615,C0 00 00 0B 02 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,60 00 00 00 80 91 00 00 
00000316,41 00 60 21 00 00 00 00 
00000336,F3 16 FE 02 A0 19 97 17 
00000545,00 DE 43 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A3 64 
00000329,C0 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 4C 21 00 00 00 00 
00000336,F3 16 FE 02 A5 19 9C 17 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
0000061A,5A 1D 82 7E BF 06 02 82 
00000565,50 20 66 02 00 02 A3 64 
000001F5,60 00 00 00 80 B1 00 00 
00000329,C0 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 4C 21 00 00 00 00 
00000545,00 DE 43 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A3 64 
000001F5,60 00 00 00 80 C1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 4F 00 00 00 00 00 00 
00000316,41 00 39 21 00 00 00 00 
00000336,0D 17 FE 02 A4 19 AC 17 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000329,C0 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 4F 00 00 00 00 00 00 
00000545,00 4F 44 00 3B 00 00 5D 
000001F5,60 00 00 00 80 E1 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 39 21 00 00 00 00 
00000336,FD 16 FE 02 A2 19 BB 17 
00000545,00 4F 44 00 3B 00 00 5D 
000001F5,60 00 00 00 80 F1 9D 05 
00000329,11 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A3 64 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F5,60 00 00 00 80 01 00 00 
00000329,11 4F 00 00 00 00 00 00 
00000545,00 4F 44 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A3 64 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 2C 21 00 00 00 00 
00000336,0D 17 FE 02 9C 19 AC 17 
00000545,00 4F 44 00 3B 00 00 5D 
00000329,11 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 21 00 00 
00000316,41 00 19 21 00 00 00 00 
00000336,0D 17 FE 02 A8 19 CA 17 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,60 00 00 00 80 31 00 00 
00000329,11 4F 00 00 00 00 00 00 
00000545,00 4F 44 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 41 00 00 
00000316,41 00 F3 20 00 00 00 00 
00000336,4A 17 FE 02 BE 19 E9 17 
00000545,00 4F 44 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
00000565,50 20 66 02 00 02 A3 64 
00000329,11 4F 00 00 00 00 00 00 
000001F5,60 00 00 00 80 51 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,62 4F 00 00 00 00 00 00 
00000545,00 4F 44 00 3B 00 00 5D 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 F3 20 00 00 00 00 
00000336,B1 17 FE 02 C5 19 08 18 
00000545,00 4F 44 00 3B 00 00 5D 
00000329,62 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A3 64 
000001F5,60 00 00 00 80 71 0A 89 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 01 00 FF C1 7F 00 08 
00000329,62 4F 00 00 00 00 00 00 
00000545,00 BC 44 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 64 
000001F5,60 00 00 00 80 81 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 01 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 D9 20 00 00 00 00 
00000545,00 BC 44 00 3B 00 00 5D 
00000329,62 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000153,00 50 00 00 00 FF 00 80 
000001F5,60 00 00 00 80 91 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 E0 20 00 00 00 00 
00000336,EE 17 FE 02 D7 19 31 18 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A3 64 
00000329,62 4F 00 00 00 00 00 00 
000001F5,60 00 00 00 80 A1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 D9 20 00 00 00 00 
00000336,63 16 FE 02 16 1A 2B 17 
00000545,00 AD 49 00 3B 00 00 5D 
00000329,80 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 63 
000001F5,60 00 00 00 80 01 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 D9 20 00 00 00 00 
00000336,5E 16 FE 02 11 1A 26 17 
00000545,00 AD 49 00 3B 00 00 5D 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A3 63 
00000329,80 4F 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000316,41 00 C6 20 00 00 00 00 
00000545,00 AD 49 00 3B 00 00 5D 
000001F5,60 00 00 00 80 21 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000613,1E 57 1D 55 05 4F 83 00 
00000618,00 00 6B 00 00 00 00 00 
00000316,41 00 C6 20 00 00 00 00 
000001F5,60 00 00 00 80 31 00 00 
00000565,50 20 66 02 00 02 A1 63 
000001F8,00 00 00 00 FE FF 00 00 
00000615,C0 00 00 0B 02 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 01 00 FF C1 7F 00 08 
000001F5,60 00 00 00 80 41 00 00 
00000329,C0 4F 00 00 00 00 00 00 
00000545,00 AD 49 00 3B 00 00 5D 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A3 63 
0000061A,5A 1D 82 FE BF 06 02 82 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 CC 20 00 00 00 00 
000001F5,60 00 00 00 80 51 00 00 
00000545,00 AD 49 00 3B 00 00 5D 
00000329,C0 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F5,60 00 00 00 80 61 00 00 
00000316,41 00 CC 20 00 00 00 00 
00000336,82 16 FE 02 1B 1A 36 17 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A3 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,60 00 00 00 80 71 0A 89 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 C6 20 00 00 00 00 
00000545,00 AD 49 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
00000336,82 16 FE 02 1B 1A 36 17 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,60 00 00 00 80 81 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 C6 20 00 00 00 00 
00000336,4E 16 FE 02 13 1A 36 17 
00000153,00 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A1 63 
00000329,C0 4F 00 00 00 00 00 00 
000001F5,60 00 00 00 80 91 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 4F 00 00 00 00 00 00 
00000545,00 FA 49 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 C6 20 00 00 00 00 
00000336,35 16 FE 02 06 1A 26 17 
00000545,00 FA 49 00 3B 00 00 5D 
00000329,11 4F 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A1 63 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F5,60 00 00 00 80 B1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
00000316,41 00 B9 20 00 00 00 00 
00000336,35 16 FE 02 0F 1A 30 17 
00000545,00 FA 49 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 C1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 B9 20 00 00 00 00 
00000545,00 FA 49 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A1 63 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 80 2E 00 00 00 00 
00000336,36 0B FE 02 08 1A 17 0B 
00000545,00 7E 59 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
000001F5,60 00 00 00 80 B1 00 00 
00000329,62 50 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
00000329,62 50 00 00 00 00 00 00 
00000336,04 0C FE 02 C2 19 FF 0B 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 C1 00 00 
00000565,50 20 66 02 00 02 C0 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 00 2E 00 00 00 00 
00000336,04 0C FE 02 C2 19 FF 0B 
00000545,00 8E 59 00 3B 00 00 5D 
00000329,62 50 00 00 00 00 00 00 
000001F5,60 00 00 00 80 D1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 BF 63 
00000316,41 00 00 2E 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F5,60 00 00 00 80 E1 00 00 
00000336,04 0C FE 02 D4 19 13 0C 
00000545,00 8E 59 00 3B 00 00 5D 
00000329,62 50 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 BF 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 99 2D 00 00 00 00 
00000336,2D 0C FE 02 F0 19 2D 0C 
00000545,00 8E 59 00 3B 00 00 5D 
00000329,62 50 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 BF 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 01 00 00 
00000316,41 00 40 2D 00 00 00 00 
00000336,E6 0C FE 02 0C 1A F5 0C 
00000545,00 8E 59 00 3B 00 00 5D 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 BD 63 
00000329,62 50 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F5,60 00 00 00 80 11 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 40 2D 00 00 00 00 
00000545,00 8E 59 00 3B 00 00 5D 
00000336,E6 0C FE 02 0C 1A F5 0C 
00000565,50 20 66 02 00 02 BD 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 21 00 00 
00000316,41 00 CC 2C 00 00 00 00 
00000336,E6 0C FE 02 0C 1A F5 0C 
00000545,00 8E 59 00 3B 00 00 5D 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000329,80 50 00 00 00 00 00 00 
000001F5,60 00 00 00 80 31 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
00000329,80 50 00 00 00 00 00 00 
00000545,00 8E 59 00 3B 00 00 5D 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 BB 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F5,60 00 00 00 80 41 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 6C 2C 00 00 00 00 
00000336,F6 0D FE 02 30 1A F1 0D 
00000545,00 9E 59 00 3B 00 00 5D 
00000329,80 50 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 BB 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,60 00 00 00 80 51 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
00000329,80 50 00 00 00 00 00 00 
00000545,00 9E 59 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 BA 63 
000001F5,60 00 00 00 80 61 00 00 
00000613,1E 57 1D 55 05 4F 83 00 
